105
C:\TrainingData\NTraning001.JPG
90.3333, 49.9167
96, 76
98, 84
98, 121
96, 129
87, 141
78, 147
38, 83
77, 82
C:\TrainingData\NTraning009.JPG
21, 75
29.9386, 69.8794
50.972, 75.0678
30.0786, 74.5404
65.8482, 75.1755
87, 69
93, 76
86, 74
30, 84
38, 78
43.9107, 82.9473
38, 86
68.4747, 84.1959
76.7955, 78.2648
86.1927, 83.5716
78, 86
45, 105
58, 101
71, 104
57, 108
42.8235, 125.197
47.7427, 121.354
52.9634, 119.858
56.6017, 121.042
63, 120
69, 122
74, 125
66.3003, 128.695
57.9042, 129.04
48.6792, 127.931
60, 143
61, 152
43.8245, 150.848
29.3681, 144.723
18, 128
11, 108
12.0484, 86.3057
12.1668, 77.9419
20.3046, 41.3003
37.3122, 30.859
56.085, 28.4478
77.2799, 31.3219
90.7137, 38.7707
102, 76
101.435, 85.1001
103, 113
98.0334, 127.188
91.6394, 138.835
78.3671, 149.072
38, 82
77, 82
C:\TrainingData\NTraning010.JPG
20, 76
28, 66
47, 73
28, 73
66, 74
85, 68
95, 78
85, 74
27.5062, 83.5968
35.9876, 78.8065
44.9086, 82.7174
37.5323, 85.1646
70, 83
78.3885, 78.9511
84.3995, 83.1686
78.4058, 86.663
44, 109
57, 106
69, 109
56, 114
39.3084, 127.681
44.7929, 124.638
50, 122
55, 124
61, 122
65.5276, 124.441
72, 128
66, 132
56, 133
46, 131
56, 147
57, 157
39, 154
28, 147
15, 131
10, 105
9.20133, 83.4579
9.66416, 75.7749
20, 40
38.429, 30.2789
57.3008, 29.0061
79.2447, 32.7376
93, 40
105, 78
104.509, 85.3439
105, 110
99, 130
91, 141
76, 153
37.2256, 82.2546
78, 82
C:\TrainingData\NTraning011.JPG
24.1854, 74.722
33, 68
44.6425, 71.1351
34, 73
66.0772, 75.3179
86, 68
90.6535, 75.3526
84, 74
28.4955, 83.1744
36.5256, 77.875
44.9375, 82.2372
37.0231, 85.6159
67.055, 83.0876
75.9876, 78.8065
86, 83
77.4744, 86.125
47, 108
58, 104
68, 107
58, 111
42.525, 130.285
47.107, 126.223
52.5626, 123.66
55.8082, 125.784
59.7654, 124.094
65.8921, 126.391
71.0006, 129.59
63, 132
58, 134
50, 132
59, 151
59, 162
42, 158
30, 150
19, 134
15, 126
15.357, 85.2745
15.9644, 75.1906
23, 37
40, 28
56, 26
73, 28
89, 35
100, 75
101, 84
103.127, 124.297
100.656, 133.305
88.6864, 148.005
74.6338, 157.279
38, 82
77, 82
C:\TrainingData\NTraning012.JPG
20.6931, 72.0856
29.3165, 66.2366
46.0407, 70.7705
30, 70
67, 71
82.1434, 66.3387
93.8233, 71.7313
83, 71
29, 83
36.6307, 78.9914
45.8785, 84.0838
37.3693, 85.0086
71, 83
77.6035, 79.1115
87.3978, 83.7775
78.7685, 85.6751
47, 106
58, 104
68, 106
57, 113
34.9372, 124.708
44.9658, 123.477
50.6166, 121.706
55.2405, 124.252
60, 122
65.6954, 123.567
76, 125
64.1821, 127.825
55.6128, 129.236
44.9117, 127.915
58, 146
57.5345, 153.671
35, 149
23, 141
12, 126
10.1782, 113.257
11.3492, 83.7715
12.1239, 73.4968
21, 37
36, 27
56.97, 22.2432
77, 25
92, 36
102.092, 72.7521
103.203, 83.7535
104, 117
99.9245, 126.312
92, 141
78, 149
37.2432, 82.03
78, 82
C:\TrainingData\NTraning013.JPG
20, 76
30, 66
49, 74
32, 72
66, 74
87, 67
96, 74
88, 72
27.5015, 84.4779
37, 79
45.6431, 85.6873
38, 87
69.7434, 84.1829
78.5634, 78.5487
84.4631, 83.3864
77.59, 86.4838
46, 109
58, 105
71, 107
58.1209, 111.853
39.8024, 126.631
46.174, 124.389
51.1888, 122.501
56.056, 122.826
60.9823, 122.265
65.7906, 123.475
71.8378, 126.1
66, 130
57, 132
46.6165, 131.086
57, 144
57, 153
39, 148
26, 139
19, 127
16, 112
14, 85
15, 77
20, 44
33, 34
55, 28
78.1209, 31.8525
95, 43
103, 75
102, 85
100, 113
95.2301, 128.549
87, 139
75, 146
37, 83
78, 82
C:\TrainingData\NTraning014.JPG
20.8015, 75.0675
31, 70
53, 78
30, 74
63.1052, 76.9547
87.3961, 67.9348
95, 76
86.8716, 73.045
31, 84
37.9598, 79.453
46.7364, 84.6714
39, 86
71, 85
78, 79
85.8225, 83.2654
80, 86
46, 105
61, 101
73, 105
60, 109
42.9835, 127.418
46.7688, 121.881
52, 118
60, 119
66, 118
71, 121
76, 127
69, 130
61, 132
51, 131
61, 147
61, 158
42, 155
26, 148
15.0262, 131.744
9.59159, 119.123
8.57496, 86.5532
10.0891, 76.3382
21, 42
38, 34
60, 29
80, 35
96, 46
104.046, 76.0354
105, 85
105, 122
101, 132
93, 144
77.1163, 152.001
39, 83
78, 82
C:\TrainingData\NTraning015.JPG
21, 80
29.912, 68.8437
48, 76
30, 76
64, 77
82, 70
92, 79
80, 76
27.9715, 83.3391
37, 79
43.1341, 82.6202
37, 85
69.6677, 82.7753
77.2185, 79.1573
84.9619, 83.7855
77.3125, 86.1067
46, 108
57.78, 103.68
68, 107
58, 112
43.4302, 126.511
48.3215, 122.226
51.9818, 118.904
56.5019, 121.168
61.9242, 118.147
68, 121
73, 125
68, 131
59, 134
51, 132
58.5083, 147.537
59, 158
42, 154
26.6558, 146.048
15, 130
12.0147, 119.336
7.88453, 87.911
7.19382, 78.8331
20, 47
35, 37
57.639, 33.2557
78.318, 36.4649
93.6028, 48.7802
104, 82
105, 89
98.6304, 120.572
97, 129
87.3395, 143.605
75.6914, 156.23
37, 83
76.5842, 82.249
C:\TrainingData\NTraning016.JPG
25, 75
36, 69
48.9307, 72.6931
37, 74
62.8911, 73.0891
80, 71
88.9802, 77.198
80, 74
27.5446, 81.5545
37.3465, 78.5347
45.2673, 84.3267
37, 87
66.2079, 84.9208
75.8614, 78.3861
86.3069, 83.9307
77.1485, 85.5149
48, 111
58, 106
67, 111
58, 115
41.1584, 130.416
46.9505, 127.495
53, 124
56, 126
60, 124
65, 127
71.1089, 130.911
62.7426, 134.574
56.0594, 136.406
48.6832, 135.168
57, 153
55.6139, 165.861
40, 160
27, 149
18, 134
15, 120
13, 85
14, 77
26, 35
39.0297, 26.703
56.2574, 24.4257
73.0891, 31.1089
86, 43
96.604, 75.9604
98, 86
96, 120
93, 133
84.7228, 149.772
72.2475, 159.525
37, 82
77, 82
C:\TrainingData\NTraning017.JPG
21.3593, 75.0049
30.7533, 65.9889
49.3699, 71.7694
32, 72
63.7431, 71.966
85.5145, 67.5512
94, 76
86.1496, 73.4225
28.1327, 84.2981
38, 78
47.48, 83.8193
37.063, 85.5983
68.5812, 84.3183
78, 79
85.6456, 84.6358
77.9399, 86.0872
46.5124, 105.349
59, 102
70, 106
59, 110
41.0796, 126.228
48.0697, 120.7
53.2051, 116.436
58, 118
62, 117
68, 122
73.8426, 127.251
65, 130
58, 132
49, 129
58, 148
58, 159
39, 153
26, 143
17.6552, 127.423
14.5306, 116.945
14, 87
13, 77
22, 44
41, 35
58, 31
80, 35
98, 51
102, 77
102, 87
99, 120
96, 129
87, 143
76, 152
38.1415, 81.6019
77.2041, 82.4586
C:\TrainingData\NTraning018.JPG
22.1688, 75.1648
28, 66
53, 73
33, 73
65, 73
87.8544, 67.6461
94, 77
87, 76
29, 83
39, 78
44.4933, 84.1127
38, 86
69.6423, 85.6097
80, 79
86.8941, 83.7794
77.6807, 86.5643
46, 112
61, 110
72, 113
60, 118
41.6406, 132.038
46, 129
51, 128
58, 129
63, 127
68, 129
75, 133
65, 135
58, 137
51, 136
58, 154
58, 166
40, 161
27, 150
14, 134
11, 119
8.59441, 87.214
8.23853, 77.1928
17, 41
37, 28
57.5988, 23.9404
75.9352, 27.889
94, 40
101.191, 75.5828
101.994, 86.1068
98, 120
95, 136
83.9736, 148.844
72.8848, 159.136
38, 82
78, 83
C:\TrainingData\NTraning019.JPG
19, 77
26, 67
46.9049, 71.0752
28, 75
68, 69
89.6569, 68.0259
97, 79
89, 76
25.8297, 84.9801
37, 79
45, 84
37, 86
69, 85
79, 79
85, 85
78, 87
45, 110
57, 106
70, 108
57, 114
39, 132
44, 129
49, 126
57, 127
63, 126
69, 128
75.586, 131.155
66, 136
58, 137
48, 137
59, 156
58, 167
39, 164
23, 152
16, 134
12, 124
10, 86
10, 78
17, 41
37, 25
58, 22
81, 28
95, 38
104, 80
105, 90
102.739, 123.279
98.5627, 135.746
90.6249, 150.169
75.9594, 161.696
36, 83
78, 83
C:\TrainingData\NTraning020.JPG
22.3531, 73.0829
32, 66
46.8671, 73.1799
32, 73
64.8863, 75.2879
83.5942, 65.3676
90.7733, 71.5435
82.605, 71.3679
29, 83
38.5602, 79.4529
44.9163, 83.8907
37.1595, 84.5841
71, 84
78, 79
85.3832, 82.1803
78.44, 85.0417
46.5944, 105.862
59, 104
69, 106
57.6703, 110.832
42.3461, 123.405
46.2985, 119.619
51.083, 117.142
57.4854, 119.43
62, 117
68, 120
73.7202, 124.51
65, 127
56.8706, 128.019
49, 127
59, 139
59, 148
41, 144
28, 136
19.0663, 125.915
14, 111
10, 85
11, 74
23, 38
39.2119, 29.1443
59, 25
76, 26
93, 37
102, 72
103, 85
100, 110
95, 127
85, 138
72.8558, 144.707
37.215, 82.0046
77.215, 82.0046
C:\TrainingData\NTraning021.JPG
21, 80
29.6756, 72.375
51, 77
30.2947, 77.3536
66, 78
87, 72
92, 78
87, 77
30, 85
37.8356, 79.1256
44, 82
36.9849, 86.2688
70.8384, 83.6763
76.5167, 78.6021
84.7523, 84.0086
77.9061, 85.8711
47, 103
60, 101
73, 102
60, 108
44.5308, 119.951
51.4526, 116.745
55.1878, 114.258
61, 115
66.8867, 114.016
70.8183, 116.035
74.2263, 119.372
68.9456, 125.368
62, 127
54, 126
62, 136
62, 145
45, 143
32, 136
20, 124
17, 116
15, 87
15, 81
21, 42
36, 31
55, 25
77, 28
92, 41
96, 78
96, 87
93.4208, 113.709
90.778, 120.752
85, 132
74.0149, 139.136
37.1863, 82.6846
77.1863, 82.6846
C:\TrainingData\NTraning022.JPG
25, 71
34, 62
51, 70
34, 70
67, 69
87.0277, 64.6772
95.1782, 71.7822
87, 70
28, 84
37, 78
45.6812, 83.2119
37.6891, 85.6911
70.402, 84.8198
79, 79
86, 83
78.8139, 85.7386
47, 108
60, 105
71, 109
59, 112
41.4119, 130.919
45.4673, 128.273
50.1089, 125.089
57.9109, 127.109
65, 126
70, 128
74, 132
65.4515, 135.315
58, 137
50, 135
58, 154
57, 164
40, 159
25, 150
15, 133
13.0396, 122.396
11.8436, 84.0356
14, 73
27, 37
42, 30
59, 26
76.6673, 29.8733
95, 39
104.739, 72.1861
108, 85
105.974, 122.943
102, 135
90, 148
76.2871, 158.871
37.2693, 82.2931
79, 82
C:\TrainingData\NTraning023.JPG
26, 73
36, 66
51, 72
34.5, 73
63, 73
85, 66
91, 71
83, 72
28.5, 83.5
38.5, 79.5
46, 83.5
38, 85
71, 83
78, 79.5
86, 82
78, 84.5
47, 108
58, 102
72, 106
58, 109
43.5, 126
49, 121.5
54, 119
59, 120
63, 118
69, 121
74, 124
66.5, 128
60.5, 130
52, 130
61, 141
62, 148.5
40.5, 143.5
30.5, 137
22.5, 127.5
16, 110.5
16, 86
16, 75.5
25, 39
36.5, 29
55.5, 25.5
76.5, 30
88.5, 39.5
98, 72
99, 82
99, 105
95, 124
86, 139
76, 145
39, 82
77, 82
C:\TrainingData\NTraning024.JPG
17.6972, 78.9908
29.5505, 67.8349
54.211, 74.0367
30, 75
63.8991, 74.3303
85.8991, 68.3303
94.1743, 75.2477
83.8807, 74.9358
27, 84
37, 77
45.4587, 82.8624
38, 86
69, 85
78, 78
87, 84
79.2569, 87.5229
48, 109
62, 105
73, 109
63, 117
37, 131
49, 127
55.6972, 124.991
60, 127
66, 126
71.3303, 129.101
77.8807, 132.936
69, 136
61, 138
49, 136
58, 151
58, 161
34, 155
21, 145
15, 134
7.55046, 113.835
7, 88
9, 79
16.3211, 44.4037
31, 29
54, 26
76, 29
94, 40
99, 77
99, 86
94.7615, 115.872
90.5963, 133.321
83.4587, 148.862
72.3578, 155.193
38, 82
77, 83
C:\TrainingData\NTraning025.JPG
26, 76
31.5908, 67.5035
49, 73
33.9619, 73.3102
67, 75
83.5409, 67.4496
92, 75
85, 75
28.8693, 84.0209
39, 78
48, 84
40, 86
70, 85
79.4453, 79.2381
86.5453, 83.6706
79.1826, 85.9811
51, 108
62, 103
73, 106
62, 111
43.77, 128.238
49.6373, 124.311
54.3661, 122.936
60.0313, 124.196
66, 123
71, 125
77.0472, 127.456
68.4651, 134.395
58.5089, 136.604
50.2907, 134.206
62, 150
62, 159
44, 153
29, 144
19, 133
15.0667, 118.288
11, 87
12, 78
21, 43
36, 33
54, 30
75, 31
90, 38
101, 76
101, 85
100, 120
97, 128
89.8865, 144.58
80, 151
39, 82
77.7679, 82.2897
C:\TrainingData\NTraning026.JPG
17, 79
29, 71
47, 76
29, 76
69, 74
89, 69
97, 76
87, 75
26.9122, 84.8098
34.5805, 79.4244
44.4537, 83.4829
36.8634, 86.3707
70, 83
78, 78
89, 83
80, 87
47, 111
59, 109
72, 110
60, 117
44.1415, 133.473
48.6293, 129.863
53, 128
59, 129
63, 128
68, 130
75.3805, 133.824
69, 138
60, 139
50, 138
60, 155
60, 167
44, 166
26, 153
16, 137
11, 120
9, 88
9, 80
19, 36
37, 24
55, 21
76, 23
92, 34
104.102, 74.722
105.605, 86.6439
103.927, 120.341
99, 135
88.6098, 150.488
78.2488, 162.039
37, 82
79, 82
C:\TrainingData\NTraning027.JPG
25, 74
36, 68
50, 75
36, 72
65, 75
80, 68
91, 73
80, 73
30.4907, 83.2142
38.3491, 78.1214
46.5852, 83.9427
38, 87
67.3474, 85.2513
77.317, 77.5885
85.5464, 83.9292
77.1821, 87.9764
48.8516, 109.427
60.339, 104.901
68, 109
58.1535, 113.184
43.4553, 124.941
48.7032, 120.853
52.8853, 118.83
57.5464, 119.929
62.7538, 118.958
66.8752, 121.609
73.6003, 123.774
65.2293, 128.341
57.9174, 131.363
52.2378, 128.691
59, 139
59, 146
41.1619, 141.535
31.9207, 133.103
24.7572, 124.698
21.3643, 105.953
18, 85
18, 75
27, 41
37, 33
54.5717, 28.9815
72, 31
85, 40
98, 74
97, 82
95, 109
90.2209, 123.99
80.7234, 135.295
73.3643, 141.953
38, 82
76.7369, 82.2563
C:\TrainingData\NTraning028.JPG
21.6117, 75.2803
34.0445, 66.1945
46.4859, 72.9916
34.1994, 72.0882
68.9337, 71.701
81.1514, 65.5406
92.9217, 73.4648
81.2633, 72.0194
28.0303, 83.9875
37, 80
45.6255, 84.6931
39, 87
72.1689, 83.7036
80, 79
83.9994, 82.8088
80, 86
47, 109
59, 105
71, 108
60, 115
41, 128
48, 124
54, 121
59, 123
63, 121
69.2005, 124.074
76, 129
69, 134
61, 137
51, 134
59, 150
58, 162
41, 158
27, 148
16, 129
12, 118
9, 85
10, 76
25, 40
39, 33
57, 28
76, 32
89, 42
99.9426, 73.9811
102, 84
97, 119
94, 130
87, 143
75, 155
38, 83
79, 83
C:\TrainingData\NTraning029.JPG
25, 73
29.8447, 63.582
49, 72
34, 72
69, 71
87, 64
92, 72
85, 71
30, 83
38, 78
45, 85
37, 85
71, 85
78, 79
85.6792, 81.6226
78.8868, 85.3962
45, 111
57, 109
67, 112
57, 116
42.2104, 131.071
47.3483, 127.704
51.2816, 125.861
55.984, 127.864
62, 126
69, 128
72, 131
64, 135
56.4049, 136.006
47.8999, 134.235
59, 150
59.8592, 160.07
42, 157
28.0595, 145.599
18, 131
14, 109
9, 82
10, 73
20, 35
37, 25
58.0305, 22.6241
78.6255, 28.6183
95.6067, 39.1843
102, 74
103, 83
97, 113
93, 132
85, 144
74, 154
37.537, 82.0435
78, 82
C:\TrainingData\NTraning030.JPG
23.2857, 80.2857
32, 71
50.1429, 75.7143
33.5714, 76.8571
63, 75
85, 71
93, 78.5714
83.8571, 74.5714
30, 84
39.8571, 78.5714
48.4286, 84.2857
40, 87
66.7143, 83.7143
77, 77.4286
85, 81.4286
77.5714, 84.8571
48, 107
60, 105
70, 106
60, 114
43.8571, 128.857
49.5714, 125.429
54, 123
58.1429, 124.286
64, 123
70, 126
74.7143, 127.714
67, 130
60, 132
53, 131
60, 148
60, 161
43, 157
31, 148
20, 130
17, 119
13, 86
13, 81
22, 47
39, 34
56, 30
76, 32
90, 42
103, 78
104, 87
101, 115
98, 128
89, 145
77, 156
39, 83
76, 81
C:\TrainingData\NTraning031.JPG
20.4375, 73.3015
33.6423, 66.2336
50.0698, 73.5108
34, 73
65.5883, 73.6651
86, 68
98, 73
87, 74
29.5437, 84.2972
39, 79
46.9022, 85.0519
40, 86
70, 85
78, 79
84.1918, 83.4488
77.471, 85.3274
47, 111
58, 108
69, 111
59, 116
43.663, 130.941
49, 128
53, 125
58, 125
62, 125
66, 127
73, 131
66, 134
60, 137
52, 136
60, 150
60, 160
44, 158
31, 150
19, 133
13, 124
13, 86
12, 74
25, 39
39.8674, 31.3789
56.5868, 27.8532
74.8157, 29.6105
89, 37
105, 74
105, 84
102, 123
99, 131
86.9904, 150.47
71.3451, 158.777
39, 82
77.2341, 82.0165
C:\TrainingData\NTraning032.JPG
24, 78
33, 70
51, 77
34, 75
66, 76
81, 70
92.4768, 75.5474
83, 75
30.3019, 83.3441
36.3726, 78.3199
45, 83
37.6274, 85.6801
70.1829, 84.2269
76.3726, 78.3199
84.6652, 83.4829
77.5679, 86.1215
50, 108
59.7626, 104.844
68, 108
60, 114
43.8072, 126.513
49.2579, 122.754
53, 121
58.0019, 121.236
63, 121
67, 123
71, 126
65, 129
58.1358, 130.243
50.2498, 128.73
60, 145
59, 154
45, 151
34, 141
25, 129
20, 107
18, 85
19, 77
27, 41
39, 34
56, 31
73, 35
87, 43
98, 77
97.4662, 85.2089
99, 110
94, 129
87, 140
76, 150
37.6621, 82.0893
77.2207, 82.0298
C:\TrainingData\NTraning033.JPG
23, 77
30, 71
49, 77
31, 76
63, 76
85.2095, 68.8308
92.1119, 75.9481
84.538, 75.1423
31, 82
39, 79
45, 82
39, 85
70.0439, 83.3876
76.4718, 78.9651
84.1979, 82.3402
77.0627, 85.4109
46, 108
59, 107
69, 108
58, 114
41.2704, 125.859
45.9257, 122.098
50.778, 120.487
57, 123
62, 121
68, 122
72.7654, 125.805
67, 132
59, 134
48, 132
58, 143
59, 152
42, 149
29, 138
21, 125
17, 109
15, 84
15, 78
22, 44
39, 35
56, 33
77, 34
91, 43
98, 75
99, 83
98, 109
93, 129
85, 140
72.8729, 148.795
38, 82
77, 82
C:\TrainingData\NTraning034.JPG
25, 73
29, 66
44.6033, 71.9707
33, 72
63.361, 72.2179
83.1463, 65.3496
89, 72
83, 71
31, 84
37.748, 79.2683
44.5382, 83.2228
37.9171, 84.6797
68.278, 82.8976
77.3187, 78.865
83.6797, 82.4163
77.0845, 84.7057
48, 103
58, 100
70, 103
59, 107
42.9122, 124.524
48, 120
53.9041, 116.263
58, 118
62, 116
69, 119
72.4407, 122.767
66, 127
58, 129
51, 129
60, 140
61, 149
44, 146
28, 139
20, 125
15, 109
12.9024, 84.2114
13.3968, 73.3626
20.4081, 44.3935
34.6911, 34.7805
53.7089, 30.0195
73.8195, 33.5577
84.8634, 40.2959
98, 73
98.6911, 82.7805
98.613, 106.95
96.5967, 122.429
90.678, 133.031
76, 144
37.4228, 82.1951
77, 82
C:\TrainingData\NTraning035.JPG
23, 75
32.3846, 68.1538
48.9231, 73.9231
34, 72
63.5385, 72.3846
83.9231, 66.6154
92, 73
83.1538, 70.4615
29.3077, 82.7692
37, 79
45.8462, 85.0769
37, 85.4615
67.7692, 84.6923
77, 78.1538
85.0769, 82.7692
76.6154, 86.2308
47, 106
57, 101.231
67, 105
56.2308, 109.692
40, 125
47.7692, 121.231
52, 117.769
55.4615, 119.308
60.0769, 117.769
64.3077, 120.077
72.7692, 123.154
64, 128
58, 129
49, 128
60, 143
59, 151
37.7692, 142
28.5385, 134.692
22, 124
18.1538, 108.154
17, 83
17, 76
29, 43
39, 35
56, 30
78, 37
87, 43
98.5385, 75.0769
101, 85
97, 108.923
94, 126
85, 138
77, 146
38, 83
77.3846, 82
C:\TrainingData\NTraning036.JPG
21, 73
28, 66
51, 73
29, 73
66, 75
85, 69
92, 79
83.1839, 73.4221
27.4315, 83.5009
35.5741, 77.9099
45, 84
36.227, 85.5722
70.7336, 84.5516
77.2326, 78.9831
85, 84
79.5141, 85.5272
46, 103
58, 101
70, 104
59, 108
39.4841, 123.336
45.4428, 118.323
52, 114
56.9099, 115.426
62, 114
68, 117
74, 123
65, 126
57, 128
49, 126
59, 141
59, 151
38.1782, 148.011
21, 140
12, 127
11, 115
10.4484, 83.7336
10.3283, 74.9681
22, 40
34, 32
51, 27
72, 29
88, 37
100, 79
101, 87
98.0657, 119.794
95.9944, 128.589
89.06, 142.383
76.0019, 149.137
37.818, 81.7148
77.2777, 82.2702
C:\TrainingData\NTraning037.JPG
22, 74
26.751, 66.854
49.7936, 74.1506
32, 74
65.2376, 73.9977
88.1311, 66.2462
94.1535, 74.5034
83.8379, 72.6254
24.9279, 82.7136
37.5568, 78.2321
46.3511, 86.4619
37, 87
69.3035, 84.6505
79.5328, 77.8165
85.5121, 81.7177
78.0312, 86.1482
48, 110
59, 108
69, 112
58, 115
41.6344, 130.073
48.335, 126.838
53.0674, 124.811
57, 127
62, 125
66, 128
71.7422, 130.963
66, 136
58, 138
49, 136
59, 149
58, 157
42, 149
31, 140
25, 130
18, 112
13.8438, 83.2194
14, 76
23, 44
38.7055, 34.2603
58.0821, 31.2962
77.1176, 33.88
94, 44
102.477, 75.2131
102.156, 82.741
98.4977, 113.272
93, 131
85, 144
75, 151
37.992, 82.1882
77.196, 81.8
C:\TrainingData\NTraning038.JPG
20.1461, 72.5618
30.0337, 63.1236
52, 71
32, 69
66, 72
84.4157, 65.3708
94, 75
83.9663, 70.3146
25.5393, 82.4494
35.427, 77.9551
46.6629, 83.7978
37, 85
67.7865, 84.2472
78, 79
84.8652, 84.2472
77.2247, 85.5955
45, 106
57.8989, 103.573
70, 106
58, 113
42.1685, 128.742
45.764, 123.798
52, 120
